time,open,high,low,close,tick_volume
2026-06-09 21:40:00,109724.0,109731.0,109700.0,109719.0,300
2026-06-09 21:45:00,109717.0,109748.0,109713.0,109725.0,300
2026-06-09 21:50:00,109723.0,109726.0,109689.0,109700.0,300
2026-06-09 21:55:00,109699.0,109730.0,109698.0,109714.0,300
2026-06-09 22:00:00,109715.0,109720.0,109660.0,109674.0,300
2026-06-09 22:05:00,109672.0,109726.0,109670.0,109715.0,300
2026-06-09 22:10:00,109716.0,109731.0,109696.0,109728.0,300
2026-06-09 22:15:00,109729.0,109798.0,109729.0,109796.0,300
2026-06-09 22:20:00,109794.0,109821.0,109789.0,109806.0,300
2026-06-09 22:25:00,109805.0,109835.0,109788.0,109797.0,300
2026-06-09 22:30:00,109798.0,109823.0,109777.0,109803.0,300
2026-06-09 22:35:00,109804.0,109807.0,109781.0,109801.0,300
2026-06-09 22:40:00,109802.0,109830.0,109788.0,109799.0,300
2026-06-09 22:45:00,109800.0,109827.0,109782.0,109782.0,300
2026-06-09 22:50:00,109783.0,109806.0,109776.0,109784.0,300
2026-06-09 22:55:00,109786.0,109812.0,109785.0,109800.0,300
2026-06-09 23:00:00,109801.0,109803.0,109765.0,109789.0,300
2026-06-09 23:05:00,109787.0,109830.0,109778.0,109828.0,300
2026-06-09 23:10:00,109829.0,109846.0,109814.0,109823.0,300
2026-06-09 23:15:00,109824.0,109841.0,109815.0,109835.0,300
2026-06-09 23:20:00,109834.0,109836.0,109790.0,109795.0,300
2026-06-09 23:25:00,109793.0,109805.0,109765.0,109784.0,300
2026-06-09 23:30:00,109786.0,109826.0,109781.0,109815.0,300
2026-06-09 23:35:00,109813.0,109837.0,109797.0,109831.0,300
2026-06-09 23:40:00,109833.0,109855.0,109822.0,109850.0,300
2026-06-09 23:45:00,109851.0,109851.0,109802.0,109803.0,300
2026-06-09 23:50:00,109801.0,109831.0,109787.0,109814.0,300
2026-06-09 23:55:00,109816.0,109822.0,109740.0,109749.0,300
2026-06-10 00:00:00,109748.0,109750.0,109712.0,109744.0,300
2026-06-10 00:05:00,109743.0,109753.0,109714.0,109719.0,300
2026-06-10 00:10:00,109721.0,109728.0,109701.0,109708.0,300
2026-06-10 00:15:00,109706.0,109706.0,109659.0,109669.0,300
2026-06-10 00:20:00,109667.0,109679.0,109645.0,109654.0,300
